Date,Year,Type,Country,Source
15-Jul,1909,Unprovoked,usa,"news herald, 7/29/2001"
Unknown,1909,Unprovoked,mexico,"adams county news, 6/26/1909"
26-Jun,1909,Unprovoked,south africa,"adams county news, 6/26/1909"
18-Jun,1909,Sea Disaster,australia,"australian zoologist, viii., 1937, p.207"
Unknown,1909,Provoked,spain,"c. moore, gsaf"
10-Apr,1909,Invalid,usa,"honolulu star advertisr, 4/18/1909; j. borg, pp.69-70; l. taylor (1993), pp.94-95"
Unknown,1909,Unprovoked,tunisia,"c. moore, gsaf; petit paisien, 4/15/1909"
06-Mar,1909,Sea Disaster,south africa,"l. green, gsaf"
17-Jan,1909,Invalid,unknown,"star, 3/18/1909"
Unknown,1909,Invalid,italy,medsaf
Unknown,1909,Unprovoked,australia,"g.p. whitley, citing lone hand, 12/1/1910, p.134"
31-Dec,1908,Unprovoked,south africa,"fairbridge index, cape archives, m. levine, gsaf"
Unknown,1908,Unprovoked,mexico,"lowell sun, 12/16/1908; v.m. coppleson (1962), p.247; h.d. baldridge, p.161"
Unknown,1908,Unprovoked,australia,"northern territory times & gazette, 9/25/1908"
05-Sep,1908,Unprovoked,usa,"los angeles times, 9/6/1908, p.i6"
Unknown,1908,Unprovoked,spain,"poverty bay herald, 10/14/1908"
Unknown,1908,Invalid,spain,"c. moore, gsaf"
Unknown,1908,Unprovoked,croatia,"a. de maddalena; m. zuffa (pers. comm.), anon. (1908); c. moore, gsaf"
18-Jun,1908,Unprovoked,egypt,"bay of plenty times, 6/26/2008"
08-Jun,1908,Sea Disaster,usa,"new york times, 6/15/1908"
Unknown,1908,Sea Disaster,papua new guinea,"taranaki herald, 6/2/1908"
13-May,1908,Sea Disaster,indonesia,"the advertiser, 6/26/1908"
10-May,1908,Invalid,usa,"weekly miami metropolis, 5/11/1908"
08-Jan,1908,Unprovoked,usa,"c.h. townsend, bull. n.y. zoological society, 11-12/1931"
21-Dec,1907,Unprovoked,australia,"r.d. weeks, gsaf; otago daily times, 12/24/1907"
Unknown,1907,Unprovoked,australia,"the queenslander, 10/26/1907"
Unknown,1907,Unprovoked,china,"dawson daily news, 11/20/1907"
Unknown,1907,Unprovoked,china,"dawson daily news, 11/20/1907"
14-Oct,1907,Unprovoked,australia,"evening post, 10/14/1907"
12-Oct,1907,Invalid,haiti,"h.d. baldridge,       saf case #412"
08-Oct,1907,Unprovoked,usa,"c. townsend; pacific commerical advertiser, 10/13/1907; j. borg, p.69; l. taylor (1993), pp.94-95; honolulu advertiser, 8/9/1953"
Unknown,1907,Invalid,england,"c. moore, gsaf"
11-Sep,1907,Unprovoked,croatia,"c. moore, gsaf"
Unknown,1907,Unprovoked,croatia,"ogden standard, 8/13/1907"
Unknown,1907,Unprovoked,croatia,"ogden standard, 8/13/1907"
Unknown,1907,Unprovoked,usa,"new oxford item, 8/8/1907"
Unknown,1907,Unprovoked,croatia,"c. moore, s. navajas & r. rocconi, gsaf"
Unknown,1907,Invalid,australia,"queensland figaro, 7/4/1907"
Unknown,1907,Unprovoked,usa,e. m. burton
20-Apr,1907,Unprovoked,mexico,"los angles times, 8/7/1907, p.ii11"
26-Mar,1907,Unprovoked,usa,"the sun, 7/13/1913  reprinted article from punta gorda herald of 3/31/1907. note: v.m. coppleson (1962), p.246 lists the location as punta gorda, british honduras"
07-Mar,1907,Unprovoked,malta,"a. de maddalena, citing mojetta, et.al"
09-Feb,1907,Unprovoked,philippines,"souix vally news, 4/4/1907; v.m. coppleson (1958), p.264"
05-Feb,1907,Unprovoked,new zealand,"r.d. weeks, gsaf; otago daily times, 1/13/1962"
03-Feb,1907,Unprovoked,australia,"the queenslander, 2/9/1907"
Unknown,1907,Unprovoked,vietnam,g. vassal
Unknown,1907,Unprovoked,usa,"c. h. townsend; g. h. balazs & a. h. kam; j. borg, p.69; l. taylor (1993), pp.94-95"
16-Nov,1906,Unprovoked,jamaica,"the gleaner (jamaica), 11/20/1906"
Unknown,1906,Unprovoked,usa,"washington post, 10/10/1906"
Unknown,1906,Unprovoked,usa,"washington post, 10/10/1906"
Unknown,1906,Unprovoked,usa,"washington post, 10/10/1906"
Unknown,1906,Unprovoked,usa,"washington post, 10/10/1906"
Unknown,1906,Unprovoked,indonesia,"atlanta constitution, 9/27/1906"
Unknown,1906,Unprovoked,indonesia,"atlanta constitution, 9/27/1906"
Unknown,1906,Unprovoked,australia,"wanganui herald, 9/12/1906"
Unknown,1906,Provoked,usa,"l.a.times, 10/1/1906"
20-Aug,1906,Unprovoked,yemen,s. samuels
04-Aug,1906,Unprovoked,usa,"washington post, 8/11/1906"
Unknown,1906,Unprovoked,usa,"the courier, 7/5/1906"
Unknown,1906,Invalid,mozambique,"l.m. guardian, 7/23/1906; m. levine, gsaf"
Unknown,1906,Unprovoked,indonesia,"the advertiser, 5/16/1906"
16-Apr,1906,Provoked,australia,"the argus, 4/18/1906"
14-Apr,1906,Unprovoked,australia,"morning post, 4/20/1906"
Unknown,1906,Sea Disaster,indonesia,"atlanta constitution, 5/13/1906, et al."
Unknown,1906,Invalid,australia,".morning bulletin, 4/3/1906"
Unknown,1906,Invalid,new zealand,"otago witness, 2/14/11906"
28-Jan,1906,Unprovoked,australia,"j. green, p.31"
20-Jan,1906,Unprovoked,south africa,"natal mercury pictorial, 1/31/1906; m. levine, gsaf"
31-Dec,1905,Unprovoked,south africa,"natal mercury 1/1/1906; natal mercury pictorial, 1/10/1906;  m. levine, gsaf"
29-Dec,1905,Invalid,australia,"the advertiser, 12/30/1905"
29-Sep,1905,Unprovoked,australia,"the argus, 9/30/1905"
Unknown,1905,Provoked,usa,"muncie evening press, 8/6/1913"
24-Aug,1905,Invalid,egypt,"c. moore, gsaf"
Unknown,1905,Unprovoked,usa,the sun (undated article)
Unknown,1905,Unprovoked,philippines,"obrien county bell, 8/31/1905"
29-Jul,1905,Unprovoked,usa,"c. creswell, gsaf;  f. schwartz, p.23"
Unknown,1905,Invalid,italy,"c. moore, gsaf"
10-Jul,1905,Unprovoked,indonesia,"c. moore, gsaf"
Unknown,1905,Unprovoked,usa,"f. schwartz, p.23 & pers.com to c. creswell, gsaf"
22-May,1905,Unprovoked,usa,"atlanta constitution, 5/23/1905"
06-Apr,1905,Unprovoked,south africa,"natal mercury, 4/7/1905; h.gill & m. levine, gsaf"
26-Mar,1905,Unprovoked,australia,"adelaide advertiser, 3/31/1905"
25-Mar,1905,Invalid,australia,"c. black, gsaf; adelaide advertiser, 3/27/1905"
10-Feb,1905,Invalid,australia,"adelaide advertiser, 2/13/1905"
01-Jan,1905,Invalid,australia,"adelaide advertiser, 1/3/1905"
Unknown,1905,Watercraft,usa,"clay creswell, gsaf"
02-Nov,1904,Unprovoked,philippines,"the sun, undated article; v.m. coppleson (1958), p.264"
Unknown,1904,Unprovoked,unknown,"the argus, 10/11/1904"
Unknown,1904,Unprovoked,cuba,washington post 7/19/1905
Unknown,1904,Unprovoked,cuba,washington post 7/19/1905
28-Jul,1904,Unprovoked,usa,"new york herald tribune, 7/29/1904"
27-Jul,1904,Unprovoked,usa,"new york times, 7/28/1904"
Unknown,1904,Unprovoked,italy,"c. moore, gsaf, translations by s. navajas"
07-Feb,1904,Unprovoked,australia,"grey river argus, 2/26/1904"
04-Feb,1904,Unprovoked,new zealand,"star, 2/4/1904"
23-Jan,1904,Unprovoked,new caledonia,"the advertiser, 2/4/1904"
Unknown,1904,Unprovoked,reunion island,"c. moore, gsaf"
Unknown,1904,Invalid,usa,"new york times, 6/21/1914"
Unknown,1904,Unprovoked,philippines,"n.y. sun, 3/19/1911"
Unknown,1904,Unprovoked,usa,"the sun (no date); d. baldridge, p.171;  g.h. balazs, j. borg, p.69; l. taylor (1993), pp. 94-95"
04-Oct,1903,Unprovoked,cuba,"ny times, 10/18/1903"
Unknown,1903,Unprovoked,usa,"indiana messenger, 9/16/1903"
Unknown,1903,Unprovoked,falkland islands,"atlanta constitution, 1/10/1904"
21-Jun,1903,Unprovoked,australia,"the advertiser, 6/22/1903"
04-May,1903,Unprovoked,mexico,"chicago tribune, 5/5/1903"
Unknown,1903,Unprovoked,australia,"northern territory times, 3/20/1903"
12-Mar,1903,Unprovoked,australia,"sydney morning herald, 3/16/1903"
Unknown,1903,Unprovoked,australia,"northern territory times & gazette, 1/12/1903"
Unknown,1903,Unprovoked,crete,m. bardanis
Unknown,1903,Unprovoked,usa,"captain w. young,  51-52"
Unknown,1902,Unprovoked,nicaragua,"racine daily journal, 12/22/1902"
10-Nov,1902,Unprovoked,australia,"the advertiser, 11/11/1902"
Unknown,1902,Unprovoked,usa,"victoria weekly, 1/11/ 1902"
Unknown,1902,Unprovoked,italy,"c. moore, gsaf"
Unknown,1902,Watercraft,croatia,"c. moore, gsaf"
08-Aug,1902,Unprovoked,usa,"g. h. balazs & a. h. kam; v.m. coppleson (1958), p.250; j. borg, p.69; l. taylor (1993), pp. 94-95"
15-Jul,1902,Provoked,italy,"c. moore, gsaf"
06-Jul,1902,Provoked,usa,"new york times, 7/7/1902"
02-Jun,1902,Unprovoked,philippines,"v.m. coppleson, p.264"
Unknown,1902,Unprovoked,egypt,m. bardanis
Unknown,1902,Invalid,south africa,"m. levine, gsaf"
Unknown,1902,Provoked,new zealand,the colonist 2/22/1902
Unknown,1902,Unprovoked,australia,"the advertiser, 1/25/1902"
Unknown,1902,Invalid,south africa,"m. levine, gsaf"
19-Jan,1902,Unprovoked,australia,"brisbane courier, 1/20/1902"
01-Dec,1901,Unprovoked,australia,"the argus, 12/2/1901"
Unknown,1901,Unprovoked,philippines,"j.a. guthrie, m.d.; newark advocate, 5/24/1902;  v.m. coppleson (1958), p.264"
Unknown,1901,Unprovoked,cyprus,"bardanis citing embros, 9/23/1901"
30-Jul,1901,Unprovoked,south africa,"m. levine, gsaf"
17-Jul,1901,Invalid,italy,c. moore. gsaf
Unknown,1901,Invalid,yemen,"the graphic, 6/29/1901"
24-Jun,1901,Unprovoked,philippines,"j.a. guthrie;  sun, 7/13/1913; v.m. coppleson, p.264 also states ""native taken near same spot 3 months previously."""
30-Jan,1901,Unprovoked,australia,"otago witness, 2/6/1901"
Unknown,1901,Unprovoked,usa,"w.h. gregg; l. schultz & m. malin, p.533"
27-Dec,1900,Unprovoked,australia,"taranaki herald, 12/28/1900"
14-Nov,1900,Unprovoked,south africa,"p. logan; m. levine, gsaf"
27-Oct,1900,Invalid,south africa,"p. logan; m. levine, gsaf"
15-Sep,1900,Unprovoked,australia,"sydney morning herald, 9/17/1900"
13-Sep,1900,Unprovoked,usa,"ny times, 9/14/1900"
05-Sep,1900,Unprovoked,usa,"honolulu republican, 9/6/1900"
21-Aug,1900,Unprovoked,usa,"c. creswell, gsaf"
31-Jul,1900,Unprovoked,croatia,"c. moore, gsaf"
14-Jul,1900,Invalid,usa,"los angeles times, 7/28/1900"
Unknown,1900,Provoked,usa,"times, 8/1/1900"
Unknown,1900,Unprovoked,australia,"poverty bay herald, 2/12/1900"
Unknown,1900,Unprovoked,usa,"g. h. balazs; j. borg, p.69; l. taylor (1993), pp.94-95"
Unknown,1900,Unprovoked,south africa,h. monsen
18-Dec,1899,Unprovoked,australia,"brisbane courier, 12/21/1899"
20-Nov,1899,Sea Disaster,philippines,"the mercury, 1/191900"
28-Oct,1899,Watercraft,australia,"c. moore, gsaf"
Unknown,1899,Unprovoked,libya,"iowa daily press, 10/12/1899"
Unknown,1899,Unprovoked,libya,"iowa daily press, 10/12/1899"
Unknown,1899,Unprovoked,mexico,"bryan morning eagle, 9/12/1899"
Unknown,1899,Provoked,usa,"mexia evening ledger, 8/23/1899"
15-Aug,1899,Unprovoked,usa,"washington post, 8/16/1899, p.1"
08-Aug,1899,Unprovoked,egypt,w. b. orme
08-Aug,1899,Unprovoked,egypt,w. b. orme
08-Aug,1899,Unprovoked,egypt,w. b. orme
Unknown,1899,Unprovoked,bahamas,"mataura ensign, 7/8/1899"
07-Jun,1899,Provoked,italy,c. moore. gsaf
Unknown,1899,Invalid,new zealand,"brisbane courier, 6/7/1899"
28-May,1899,Invalid,philippines,"new york times, 5/30/1899"
Unknown,1899,Unprovoked,italy,"washington post, 5/5/1899"
28-Jan,1899,Invalid,australia,"kalgoorlie western argus, 2/2/1899"
Unknown,1899,Unprovoked,south africa,"indiana evening gazette, 11/22/1904"
Unknown,1899,Watercraft,usa,"w. h. gregg, p. 22"
Unknown,1899,Unprovoked,usa,"w.h. gregg, p.19"
Unknown,1898,Unprovoked,australia,"brisbane courier, 12/28/1898"
28-Oct,1898,Unprovoked,usa,"hawaiian gazette, 11/1/1898"
Unknown,1898,Unprovoked,unknown,"lincoln evening news & daily call, 9/19/1898"
Unknown,1898,Unprovoked,unknown,"lincoln evening news & daily call, 9/19/1898"
Unknown,1898,Unprovoked,west indies,"the guardian, 9/7/1898"
22-Aug,1898,Unprovoked,usa,"lima news, 9/27/1898"
Unknown,1898,Unprovoked,usa,"brandyn gartleman, gsaf"
Unknown,1898,Invalid,australia,"brisbane courier, 7/26/1898"
15-Jul,1898,Unprovoked,yemen,captain j. l.t. jones
14-Jul,1898,Unprovoked,yemen,"inangahua times, 10/26/1898"
Unknown,1898,Unprovoked,cuba,"v.m. coppleson (1958), p.258"
22-Jun,1898,Unprovoked,new caledonia,"new york times, 6/23/1898"
13-Apr,1898,Sea Disaster,fiji,"launceston examiner, 8/26/1898"
Unknown,1898,Unprovoked,sri lanka,"u.s.life-saving annual report, 1913"
Unknown,1898,Invalid,crete,"c. moore, gsaf"
Unknown,1898,Unprovoked,usa,"field & stream, 1933"
Unknown,1898,Unprovoked,cuba,"j. e. kirby, letter to captain dinning, dated 10/14/1927"
Unknown,1898,Unprovoked,jamaica,"indiana evening gazette, 11/22/1904"
Unknown,1898,Unprovoked,cuba,"j. e. kirby, letter to captain dinning, dated 10/14/1927"
Unknown,1898,Unprovoked,usa,w. h. gregg
Unknown,1898,Unprovoked,yemen,"daily kennebec journal, 3/27/1911"
Unknown,1898,Sea Disaster,usa,"h.w. mccurdy, history of the pacific northwest, p. 51"
Unknown,1897,Provoked,usa,"trenton evening times, 12/4/1897"
15-Oct,1897,Invalid,mexico,"ny times, 11/11/1897"
Unknown,1897,Unprovoked,marshall islands,"north otago times, 1258/1897"
17-Sep,1897,Provoked,usa,"new york times, 9/18/1897"
06-Sep,1897,Unprovoked,usa,"hartford courant, 8/7/1897"
21-Jul,1897,Unprovoked,south africa,"natal mercury, 7/24/1897; m. levine, gsaf"
09-Jun,1897,Sea Disaster,yemen,"star, 7/10/1897; kalgoorlie western argus, 7/15/1897"
Unknown,1897,Unprovoked,unknown,"daily northwestern, 5/15/1897"
Unknown,1897,Unprovoked,usa,"daily northwestern, 5/15/1897"
Unknown,1897,Unprovoked,new zealand,"deseret news, 6/28/1946"
Unknown,1897,Unprovoked,egypt,"mentioned in paper by w.b. orme; g.a. llano, p.127"
23 Decp,1896,Watercraft,australia,"south australian register, 12/25/1896"
20-Dec,1896,Unprovoked,new zealand,"a.w. parrott, p. 68;  v.m. coppleson (1958), p.258"
Unknown,1896,Unprovoked,new zealand,"the star, 12/17/1896"
29-Nov,1896,Unprovoked,australia,"west australian, 12/3/1896"
01-Nov,1896,Unprovoked,australia,"west australian, 11/2/1896"
Unknown,1896,Unprovoked,sri lanka,"new oxford item, 9/11/1896"
25-Jul,1896,Unprovoked,usa,"hawaiian gazette, 8/4/1896"
Unknown,1896,Unprovoked,usa,"new york times, 6/21/1896"
Unknown,1896,Unprovoked,australia,"brisbane courier, 1/13/1896"
Unknown,1896,Unprovoked,usa,w.h. gregg
Unknown,1896,Unprovoked,haiti,"c. r. baker & c.m. rose;  v.m. coppleson (1958), p.259"
09-Dec,1895,Unprovoked,australia,"brisbane courier, 12/9/1895"
Unknown,1895,Unprovoked,barbados,"ny times, 11/21/1895"
16-Nov,1895,Unprovoked,australia,"west australian, 11/19/1895"
18-Sep,1895,Sea Disaster,cuba,"ny times, 9/21/1895"
Unknown,1895,Unprovoked,yemen,"queenslander, 9/14/8/1895"
Unknown,1895,Provoked,usa,"c. creswell, gsaf"
11-Aug,1895,Unprovoked,usa,boston globe
02-Aug,1895,Unprovoked,usa,"boston globe, 8/3/1895, p.5"
Unknown,1895,Unprovoked,japan,"morning news, 7/16/1895"
Unknown,1895,Unprovoked,unknown,"lima times, 6/13/1895"
Unknown,1895,Unprovoked,australia,"the west australian, 6/3/1895"
21-May,1895,Sea Disaster,bahamas,"meriden daily republican, 6/12/1895"
03-May,1895,Unprovoked,new zealand,"otago witness, 5/16/1895"
29-Apr,1895,Unprovoked,south africa,"m. levine, gsaf"
23-Apr,1895,Unprovoked,new zealand,"star, 4/25/1895, p."
Unknown,1895,Unprovoked,indonesia,"fitzroy city press, 3/29/1895"
15-Mar,1895,Unprovoked,australia,"the telegraph, 3/20/1895"
27-Feb,1895,Unprovoked,australia,i. donald
Unknown,1895,Unprovoked,panama,"fort wayne sentinel, 2/23/1895"
Unknown,1895,Watercraft,australia,"g.p. whitley (1951), p.192"
11-Dec,1894,Provoked,usa,"atlanta constitution, 12/12/1894"
28-Nov,1894,Unprovoked,australia,"brisbane courier, 1/7/1895, p.5"
Unknown,1894,Unprovoked,usa,"middletown daily argus, 10/6/1894"
Unknown,1894,Unprovoked,usa,"washington post, 9/13/1894"
Unknown,1894,Unprovoked,fiji,"the colonist, 9/6/1894"
Unknown,1894,Provoked,usa,"lima times democrat, 9/1/1894"
21-Aug,1894,Unprovoked,usa,"ny times, 8/22/1894"
01-Aug,1894,Unprovoked,usa,"jacksonville times-union, 8/2/1894"
Unknown,1894,Unprovoked,france,"c. moore, gsaf"
29-Jun,1894,Unprovoked,usa,"atlanta constitution, 7/1/1894; washington post 7/1/1894, p.17"
25-Jun,1894,Unprovoked,south africa,"cape argus, 7/2/1894"
Unknown,1894,Unprovoked,usa,"warren ledger, 6/15/1894"
Unknown,1894,Unprovoked,mexico,"warren ledger, 6/15/1894"
Unknown,1894,Unprovoked,burma,"bruce herald, 8/24/1894"
Unknown,1894,Unprovoked,burma,"bruce herald, 8/24/1894"
Unknown,1893,Unprovoked,india,"middletown daily argus, 10/20/1893"
16-Oct,1893,Invalid,croatia,c. moore.gsaf
03-Jul,1893,Sea Disaster,philippines,"new zealand tablet, 12/1/1893"
Unknown,1893,Unprovoked,nigeria,"otago witness, 6/22/1893"
22-Jun,1893,Unprovoked,lebanon,"the sydney morning herald, 6/29/1893"
Unknown,1893,Unprovoked,fiji,"brisbane courier, 5/23/1893"
17-May,1893,Unprovoked,cuba,"portsmouth herald, 3/6/1899"
Unknown,1893,Unprovoked,unknown,"the news, 4/15/1893"
14-Apr,1893,Unprovoked,australia,"brisbane courier, 6/2/1893"
04-Apr,1893,Invalid,australia,"c. black, gsaf; v.m. coppleson (1958), p.105"
Unknown,1893,Unprovoked,new zealand,"taranaki herald, 1/30/1893"
Unknown,1893,Unprovoked,french polynesia,"west australian, 1/18/1893"
Unknown,1893,Unprovoked,egypt,"briefly mentioned in paper by w.b. orme; g.a. llano, p.127"
15-Dec,1892,Unprovoked,atlantic ocean,"washington post, 1/9/1893"
Unknown,1892,Unprovoked,australia,"timaru herald, 11/8/1892"
06-Nov,1892,Unprovoked,australia,"brisbane courier, 11/9/1892"
Unknown,1892,Unprovoked,usa,"galveston daily news, 9/16/1892"
24-Jun,1892,Invalid,france,"c.moore, gsaf"
Unknown,1892,Unprovoked,cuba,"daily citizen, 6/20/1892"
Unknown,1892,Unprovoked,new zealand,"wanganui chronicle, 5/19/1892"
Unknown,1892,Unprovoked,bahamas,"the gleaner (jamaica), 4/21/1892"
Unknown,1892,Unprovoked,pacific ocean,"west australian, 3/25/1892"
02-Mar,1892,Provoked,australia,"the argus, 3/4/1892"
Unknown,1892,Provoked,australia,"g.p. whitley, p.259"
Unknown,1891,Unprovoked,australia,"maitland mercury & hunter river general advertiser, 12/31/1891"
Unknown,1891,Unprovoked,new zealand,"the advertiser, 1/1/1892"
29-Nov,1891,Unprovoked,martinique,"philadelphia inquirer, 12/19/1891"
Unknown,1891,Sea Disaster,kiribati,"newark daily advocate, 9/14/1891; bismark daily tribune, 9/15/1891"
Unknown,1891,Unprovoked,canada,"washington post, 8/31/1891"
29-Aug,1891,Provoked,usa,"the daily argus news, 9/3/1891"
11-Jun,1891,Invalid,usa,"washington post, 6/12/1891, p.1"
10-Mar,1891,Unprovoked,paraguay,"west australian, 11/2/1891"
Unknown,1891,Unprovoked,jamaica,"tuapeka times, 1/21/1891"
30-Dec,1890,Invalid,australia,"the argus, 21/2/1891"
Unknown,1890,Unprovoked,british new guinea,"queenslander, 12/27/1890"
Unknown,1890,Unprovoked,atlantic ocean,"taranaki herald, 10/25/1890"
Unknown,1890,Provoked,usa,"ny times, 8/17/1890"
09-Aug,1890,Unprovoked,usa,"ny times, 8/12/1890"
Unknown,1890,Unprovoked,samoa,"argus, 9/9/1890"
Unknown,1890,Unprovoked,croatia,"c. moore, gsaf"
Unknown,1890,Unprovoked,persian gulf,"bush advocate, 6/14/1890"
Unknown,1890,Unprovoked,egypt,"c. moore, gsaf"
14-May,1890,Invalid,south africa,"m. levine, gsaf"
Unknown,1890,Invalid,ceylon,"the guardian, 3/3/1890"
25-Feb,1890,Watercraft,malta,a. buttigieg
Unknown,1890,Unprovoked,australia,"v.m. coppleson (1958), p.105; c. black pp. 147-148"
Unknown,1890,Unprovoked,india,"sydney morning herald, 10/1/1890"
Unknown,1890,Unprovoked,india,"steubenville herald, 11/12/1896"
Unknown,1890,Unprovoked,new zealand,"a. w. parrott, p.68"
Unknown,1890,Unprovoked,south africa,"j. daniel, m. levine, gsaf"
Unknown,1889,Invalid,greece,"c. moore, gsaf"
22-Nov,1889,Unprovoked,australia,"brisbane courier, 11/26/1889"
16-Nov,1889,Invalid,usa,"ny times, 11/24/1889"
Unknown,1889,Unprovoked,india,"decatur daily republican, 10/3/1889"
21-Jul,1889,Unprovoked,usa,"ny times, 7/22/1889"
Unknown,1889,Unprovoked,usa,"galveston daily news, 7/21/1889"
08-Jul,1889,Unprovoked,australia,"brisbane courier, 7/9/1889"
Unknown,1889,Provoked,usa,"timaru herald, 1/31/1889"
Unknown,1889,Unprovoked,sierra leone,"ny times, 1/20/1889"
Unknown,1888,Unprovoked,unknown,"west australian, 12/25/1888"
09-Dec,1888,Unprovoked,australia,"g.p. whitley (1951), p.192, citing sydney morning herald, 12/10/ 1888"
Unknown,1888,Unprovoked,australia,"g.p. whitley (1951), p.192, citing sydney morning herald, 12/10/1888"
Unknown,1888,Unprovoked,croatia,"c. moore, gsaf"
14-Aug,1888,Sea Disaster,canada,"aurora daiy express, 8/18/1888"
Unknown,1888,Watercraft,usa,"the ledger, 8/3/1888"
Unknown,1888,Invalid,jamaica,"otago witness, 7/20/1888"
Unknown,1888,Sea Disaster,india,"otago witness, 7/13/1888"
04-Jul,1888,Invalid,croatia,"c. moore, gsaf"
24-Jun,1888,Watercraft,australia,"taranaki herald, 7/9/1888"
Unknown,1888,Invalid,australia,"new york times, 6/18/1888"
17-Feb,1888,Unprovoked,new zealand,"r.d. weeks, gsaf; k.c. mcdonald; evening post (wellington), 8/21/1937"
Unknown,1888,Unprovoked,south africa,"cape mercantile advertiser, 2/15/1888, m. levine, gsaf"
22-Jan,1888,Watercraft,australia,"star, 1/23/1888"
Unknown,1888,Unprovoked,libya,m. bardanis
Unknown,1887,Unprovoked,honduras,"union county journal, 12/22/1887"
04-Dec,1887,Unprovoked,australia,"g.p. whitley (1951), p.192"
18-Oct,1887,Unprovoked,usa,"evening telegram, 11/5/1887"
Unknown,1887,Sea Disaster,bahamas,"new york times, 12/23/1887"
11-Sep,1887,Invalid,croatia,"c. moore, gsaf"
22-Sep,1887,Unprovoked,italy,"c. moore, gsaf"
30-Jul,1887,Sea Disaster,unknown,"austin weekly statesman, 8/11/1887"
12-Mar,1887,Watercraft,australia,"new york times, 5/16/1887"
