Activity,Injury,Fatal,Species,Age,Age_group,,,,,,
swimming,Right foot bitten,non-fatal,other,46,Adult,,,,,,
fishing,"Left forearm severely bitten, surgically amputated",non-fatal,other,30,Young Adult,,,,,,
surfing,"No injury, surboard broken",non-fatal,other,,Unknown,,,,,,
fishing,Lacerations to right hand by hooked shark PROVOKED INCIDENT,non-fatal,bull shark,36,Adult,,,,,,
fishing,Lacerations to left forearm,non-fatal,other,21,Young Adult,,,,,,
surfing,Left leg severed at the knee,non-fatal,other,32,Young Adult,,,,,,
other,FATAL,fatal,white shark,49,Adult,,,,,,
fishing,Lacerations to calf by hooked shark PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
snorkeling,Arm bitten,non-fatal,other,58,Adult,,,,,,
fishing,Left foot bitten PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
surfing,Right leg bitten,non-fatal,other,37,Adult,,,,,,
swimming,"Leg, forearm & hand severely bitten",non-fatal,other,38,Adult,,,,,,
fishing,Left eg bitten PROVOKED INCIDENT,non-fatal,other,25,Young Adult,,,,,,
other,Arm bitten ,non-fatal,reef shark,55,Adult,,,,,,
swimming,Lacerations to both legs,unknown,other,7,Child,,,,,,
surfing,FATAL,fatal,other,16,Teen,,,,,,
fishing,"No injury, shark nudged boat and bit propeller",non-fatal,white shark,,Unknown,,,,,,
surfing,Lacerations to  foot,non-fatal,other,,Unknown,,,,,,
surfing,Lacerations to right foot,non-fatal,other,46,Adult,,,,,,
snorkeling,FATAL,fatal,white shark,70,Senior,,,,,,
surfing,Lacerations to right hand,non-fatal,other,,Unknown,,,,,,
snorkeling,Both arms severely bitten,non-fatal,mako shark,54,Adult,,,,,,
snorkeling,Lacerations to right leg,non-fatal,mako shark,46,Adult,,,,,,
snorkeling,"Foot severed, Right forearm severed, lacerations to left hand (defense wounds)",non-fatal,white shark,70,Senior,,,,,,
snorkeling,Foot and arm bitten,non-fatal,white shark,48,Adult,,,,,,
fishing,Serious wounds to chest,non-fatal,other,47,Adult,,,,,,
swimming,Death may have been due to drowning,unknown,other,,Unknown,,,,,,
snorkeling,Head bitten by netted shark PROVOKED INCIDENT,non-fatal,other,33,Young Adult,,,,,,
diving,FATAL,fatal,other,21,Young Adult,,,,,,
surfing,Hand bitten ,non-fatal,other,,Unknown,,,,,,
fishing,No injury to occupant. Shark rammed bottom of the boat,non-fatal,white shark,,Unknown,,,,,,
snorkeling,Torso and left buttock bitten,non-fatal,white shark,20,Young Adult,,,,,,
fishing,"No injury, shark head-butted diver's thigh",non-fatal,other,,Unknown,,,,,,
surfing,No injury to surfer,non-fatal,other,,Unknown,,,,,,
fishing,PROVOKED INCIDENT?  ,non-fatal,other,,Unknown,,,,,,
surfing,Lacerations to lower right leg,non-fatal,other,14,Teen,,,,,,
other,FATAL,fatal,white shark,19,Young Adult,,,,,,
snorkeling,Multiple lacerations to left leg and foot,non-fatal,other,,Unknown,,,,,,
surfing,Foot bitten,non-fatal,bull shark,22,Young Adult,,,,,,
snorkeling,Calf bitten,non-fatal,other,,Unknown,,,,,,
surfing,Bitten between left ankle & knee,non-fatal,other,,Unknown,,,,,,
surfing,3 lacerations to foot,non-fatal,other,,Unknown,,,,,,
surfing,"No injury, surfboard rammed",non-fatal,white shark,29,Young Adult,,,,,,
surfing,Bite to left ankle and knee,non-fatal,other,18,Teen,,,,,,
swimming,FATAL,fatal,white shark,29,Young Adult,,,,,,
surfing,Lacerations and puncture wounds to leg and foot,non-fatal,other,15,Teen,,,,,,
swimming,Lacerations to left wrist,non-fatal,other,27,Young Adult,,,,,,
swimming,Puncture wounds to right foot,non-fatal,other,24,Young Adult,,,,,,
surfing,"No injury, shark charged surfboard",non-fatal,other,,Unknown,,,,,,
surfing,Lacerations to right  hand ,non-fatal,other,24,Young Adult,,,,,,
surfing,Left thigh bitten,non-fatal,other,24,Young Adult,,,,,,
swimming,"His partial remains were recovered from a 12' tiger shark on September 5, 2010. Cause of death was thought to be drowning",unknown,other,43,Adult,,,,,,
surfing,FATAL,fatal,white shark,31,Young Adult,,,,,,
fishing,"No injury, kayak bitten",non-fatal,white shark,45,Adult,,,,,,
fishing,Leg bitten by hooked shark PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
swimming,Lacerations to left lower leg,non-fatal,other,16,Teen,,,,,,
surfing,Left foot bitten,non-fatal,other,47,Adult,,,,,,
surfing,Left foot bitten,non-fatal,other,25,Young Adult,,,,,,
surfing,"No injury, sail bitten",non-fatal,other,35,Young Adult,,,,,,
swimming,Minor abrasions to legs when she was lifted on the back of a large marine animal,unknown,other,,Unknown,,,,,,
kayaking,"No injury, kayak bitten",non-fatal,white shark,,Unknown,,,,,,
surfing,Left foot bitten,non-fatal,other,20,Young Adult,,,,,,
swimming,Minor lacerations to left calf,non-fatal,other,10,Child,,,,,,
swimming,Lacerations to right forearm,non-fatal,tiger shark,13,Teen,,,,,,
surfing,Minor lacerations to right foot,non-fatal,other,55,Adult,,,,,,
swimming,Lacerations to left foot when he stepped on the shark PROVOKED INCIDENT,non-fatal,other,9,Child,,,,,,
fishing,Leg bitten,non-fatal,other,,Unknown,,,,,,
fishing,Small laceration to forearm from netted shark  PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
snorkeling,Left leg bitten,non-fatal,other,21,Young Adult,,,,,,
fishing,Laceration to right bicep by hooked shark PROVOKED INCIDENT,non-fatal,other,20,Young Adult,,,,,,
surfing,Laceration to left foot,non-fatal,other,19,Young Adult,,,,,,
paddle,"No injury, board bumped by shark",non-fatal,other,48,Adult,,,,,,
surfing,Lacerations to right foot,non-fatal,bull shark,20,Young Adult,,,,,,
swimming,Laceration to left foot,non-fatal,other,13,Teen,,,,,,
swimming,Laceration to left foot,non-fatal,other,17,Teen,,,,,,
surfing,Severe laceration to right knee,non-fatal,other,40,Adult,,,,,,
surfing,Lacerations to left foot,non-fatal,other,20,Young Adult,,,,,,
fishing,Laceration to left calf by hooked shark PROVOKED INCIDENT,non-fatal,other,49,Adult,,,,,,
swimming,Severe lacerations to left foot,non-fatal,other,60,Adult,,,,,,
surfing,Superficial lacerations to lower left leg,non-fatal,other,,Unknown,,,,,,
wading,Minor puncture wounds to right ankle,non-fatal,other,10,Child,,,,,,
surfing,"No injury, surfboard bitten",non-fatal,other,68,Senior,,,,,,
surfing,Both feet bitten,non-fatal,other,35,Young Adult,,,,,,
swimming,Lacerations to left ankle and foot,non-fatal,white shark,24,Young Adult,,,,,,
surfing,"No injury, board bitten",non-fatal,other,34,Young Adult,,,,,,
swimming,Bruised but otherwise unhurt,non-fatal,other,,Unknown,,,,,,
surfing,Lacerations to right leg,non-fatal,other,,Unknown,,,,,,
snorkeling,Lacerations to legs & buttocks,non-fatal,other,60,Adult,,,,,,
surfing,"Minor injury, lacerations to left lower leg",non-fatal,other,46,Adult,,,,,,
fishing,"No injury, shark bit his speargun after he used it to prod the shark PROVOKED INCIDENT",non-fatal,other,,Unknown,,,,,,
other,"No injury, shark & board collided",non-fatal,white shark,18,Teen,,,,,,
surfing,Leg bitten while trying to free a hooked shark PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
fishing,Shark bites were post-mortem,unknown,other,31,Young Adult,,,,,,
surfing,Foot bitten,non-fatal,hammerhead,29,Young Adult,,,,,,
surfing,"No injury, surfboard bitten",non-fatal,other,,Unknown,,,,,,
surfing,Laceration to bottom of foot,non-fatal,other,54,Adult,,,,,,
surfing,Lacerations to right hand ,non-fatal,other,,Unknown,,,,,,
other,FATAL,fatal,white shark,37,Adult,,,,,,
snorkeling,2 sets of minor lacerations below her right knee,non-fatal,white shark,9,Child,,,,,,
fishing,Lacerations to  arm,non-fatal,other,32,Young Adult,,,,,,
surfing,"No injury, reportedly knocked of his board by a shark",non-fatal,other,,Unknown,,,,,,
wading,Lacerations to  left foot,non-fatal,other,20,Young Adult,,,,,,
swimming,Lacerations to lower left leg after stepping on the shark                 PROVOKED INCIDENT,non-fatal,other,55,Adult,,,,,,
swimming,Multiple lacerations to right torso & arm. Defense wounds on  hands,non-fatal,other,27,Young Adult,,,,,,
kayaking,"No injury to occupants, kayak bumped by shark",non-fatal,other,,Unknown,,,,,,
fishing,Lacerations to hand & forearm,non-fatal,bull shark,18,Teen,,,,,,
surfing,"Minor lacerations to left leg. nitially reported as a shark bite, but involved a barracuda",unknown,other,,Unknown,,,,,,
swimming,FATAL,fatal,white shark,24,Young Adult,,,,,,
surfing,Laceration to big toe,non-fatal,other,39,Adult,,,,,,
other,No injury to occupants; shark bit steering oar,non-fatal,white shark,,Unknown,,,,,,
diving,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,non-fatal,tiger shark,58,Adult,,,,,,
surfing,Puncture wounds to right foot,unknown,other,49,Adult,,,,,,
wading,Left foot bitten,non-fatal,other,10,Child,,,,,,
fishing,Puncture wounds and minor lacerations to dorsal surface of his left hand,non-fatal,other,31,Young Adult,,,,,,
surfing,Foot bitten,non-fatal,other,22,Young Adult,,,,,,
surfing,Foot bitten,non-fatal,other,27,Young Adult,,,,,,
surfing,Foot bitten,non-fatal,other,18,Teen,,,,,,
kayaking,Ankle bitten,non-fatal,other,25,Young Adult,,,,,,
surfing,"No injury, board broken in half",non-fatal,other,21,Young Adult,,,,,,
kayaking,"No injury, shark bit kayak",non-fatal,white shark,27,Young Adult,,,,,,
fishing,Left ankle & foot bitten,non-fatal,other,,Unknown,,,,,,
paddle,"No injury, shark bit rear of paddleboard",non-fatal,other,17,Teen,,,,,,
surfing,"3 puncture wounds to big toe of left foot, and laceration on arch of foot",non-fatal,other,,Unknown,,,,,,
surfing,Bitten on upper right thigh & right ankle,non-fatal,other,54,Adult,,,,,,
wading,Arm & torso bitten,non-fatal,other,10,Child,,,,,,
diving,15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT ,non-fatal,other,23,Young Adult,,,,,,
diving,Severe lacerations to lower right leg,non-fatal,bull shark,23,Young Adult,,,,,,
surfing,Laceration to shin of left leg,non-fatal,other,,Unknown,,,,,,
fishing,Injury to forearm from shark's spine PROVOKED INCIDENT ,non-fatal,other,39,Adult,,,,,,
swimming,Laceration to right foot,non-fatal,bull shark,,Unknown,,,,,,
fishing,Arm bitten PROVOKED INCIDENT ,non-fatal,other,,Unknown,,,,,,
swimming,FATAL,fatal,other,60,Adult,,,,,,
swimming,FATAL,fatal,other,15,Teen,,,,,,
swimming,Death was due to drowning. Two days later his remains were recovered from a 12' tiger shark,unknown,other,,Unknown,,,,,,
fishing,Injuries to face & neck PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
surfing,No injury,non-fatal,other,,Unknown,,,,,,
surfing,FATAL,fatal,white shark,25,Young Adult,,,,,,
swimming,Puncture wounds to left foot & calf,non-fatal,white shark,22,Young Adult,,,,,,
other,"No injury, shark bit bodyboard",non-fatal,white shark,,Unknown,,,,,,
swimming,Puncture marks on left foot,non-fatal,other,26,Young Adult,,,,,,
surfing,"No injury, surfboard bitten",non-fatal,tiger shark,,Unknown,,,,,,
fishing,Right ankle & foot bitten,non-fatal,bull shark,56,Adult,,,,,,
fishing,Lacerations to calf,non-fatal,bull shark,14,Teen,,,,,,
surfing,Left forearm grazed & puncture marks in wetsuit,non-fatal,other,14,Teen,,,,,,
swimming,Foot bitten,non-fatal,other,41,Adult,,,,,,
wading,Lacerations to anterior left lower leg,non-fatal,other,14,Teen,,,,,,
swimming,Laceration to left foot,unknown,other,11,Child,,,,,,
swimming,Laceration to left foot,non-fatal,other,26,Young Adult,,,,,,
swimming,Laceration to lower right leg,non-fatal,other,19,Young Adult,,,,,,
swimming,Severe bite to right leg,non-fatal,other,57,Adult,,,,,,
fishing,Leg bitten by shark that had been shot in the head by another diver PROVOKED INCIDENT,non-fatal,reef shark,,Unknown,,,,,,
surfing,"No injury, shark collided with surfer & board",non-fatal,other,,Unknown,,,,,,
surfing,Leg bitten,non-fatal,other,37,Adult,,,,,,
swimming,Thigh injured by hooked shark PROVOKED INCIDENT,non-fatal,other,43,Adult,,,,,,
surfing,2-inch laceration to upper left arm,non-fatal,other,52,Adult,,,,,,
surfing,Puncture wounds to foot,unknown,other,26,Young Adult,,,,,,
fishing,Hand bitten by hooked shark PROVOKED INCIDENT,non-fatal,white shark,,Unknown,,,,,,
other,Lacerations to left hand,non-fatal,white shark,,Unknown,,,,,,
other,3 cm laceration to shoulder,non-fatal,white shark,,Unknown,,,,,,
snorkeling,FATAL,fatal,white shark,50,Adult,,,,,,
fishing,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,non-fatal,other,46,Adult,,,,,,
swimming,Right foot bitten,non-fatal,other,,Unknown,,,,,,
surfing,Lacerations to left leg & foot,non-fatal,other,31,Young Adult,,,,,,
surfing,Lacerations to right foot,non-fatal,other,49,Adult,,,,,,
surfing,Lacerations to right hand,non-fatal,other,55,Adult,,,,,,
fishing,Speared shark bit his forearm PROVOKED INCIDENT,non-fatal,other,27,Young Adult,,,,,,
fishing,Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT ,non-fatal,other,48,Adult,,,,,,
surfing,No injury,non-fatal,other,,Unknown,,,,,,
surfing,3 puncture wounds to posterior right ankle,non-fatal,other,20,Young Adult,,,,,,
swimming,Legs bitten,non-fatal,other,23,Young Adult,,,,,,
surfing,Left foot bitten,non-fatal,other,52,Adult,,,,,,
surfing,Laceration to forearm,non-fatal,other,31,Young Adult,,,,,,
fishing,Missing,unknown,other,49,Adult,,,,,,
surfing,"No injury, catapulted into the water & ski damage",non-fatal,other,40,Adult,,,,,,
swimming,Body not recovered,unknown,other,24,Young Adult,,,,,,
fishing,Shark struck him but the diver was not injured,non-fatal,white shark,,Unknown,,,,,,
wading,Lacerations to right foot and ankle,non-fatal,other,15,Teen,,,,,,
fishing,Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT,non-fatal,other,59,Adult,,,,,,
surfing,FATAL,fatal,other,16,Teen,,,,,,
surfing,"Laceration to right foot, puncture wounds to calf",non-fatal,whaler shark,17,Teen,,,,,,
surfing,"No injury, shark damaged surfboard",non-fatal,other,,Unknown,,,,,,
surfing,"No injury, shark bit nose of surfboard",non-fatal,other,,Unknown,,,,,,
surfing,Minor bite to ankle,non-fatal,other,17,Teen,,,,,,
fishing,Minor injury,non-fatal,reef shark,,Unknown,,,,,,
swimming,"Minor injury, bite chest and left calf",non-fatal,other,61,Senior,,,,,,
wading,Thigh bitten when he trod on the shark PROVOKED INCIDENT,non-fatal,other,21,Young Adult,,,,,,
surfing,FATAL,fatal,other,19,Young Adult,,,,,,
fishing,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,non-fatal,other,40,Adult,,,,,,
fishing,"No injury to occupants, shark bit propeller",non-fatal,other,,Unknown,,,,,,
surfing,Lacerations to leg,non-fatal,other,15,Teen,,,,,,
fishing,Severe laceration to finger,non-fatal,other,,Unknown,,,,,,
surfing,"No injury to surfer, but the nose of his board was broken",non-fatal,other,,Unknown,,,,,,
surfing,Severe injury to hand ,non-fatal,white shark,33,Young Adult,,,,,,
surfing,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,non-fatal,bull shark,31,Young Adult,,,,,,
surfing,"No injury, surfboard dented",non-fatal,white shark,41,Adult,,,,,,
surfing,"No injury, flung from surfboard by the shark",non-fatal,other,,Unknown,,,,,,
fishing,Left forearm bitten PROVOKED INCIDENT,non-fatal,other,49,Adult,,,,,,
fishing,Severe lacerations to lower left leg,non-fatal,bull shark,15,Teen,,,,,,
fishing,"No injury to occupant, shark removed small auxiliary outboard motor",non-fatal,other,,Unknown,,,,,,
swimming,Hand injured,non-fatal,other,19,Young Adult,,,,,,
swimming,FATAL,fatal,tiger shark,25,Young Adult,,,,,,
swimming,"Drowned, body scavenged by shark",unknown,other,17,Teen,,,,,,
fishing,"No injury to occupants, shark bit propeller",non-fatal,white shark,,Unknown,,,,,,
surfing,"No injury, bumped off board by the shark",non-fatal,other,,Unknown,,,,,,
other,FATAL,fatal,white shark,,Unknown,,,,,,
snorkeling,Puncture wounds to right calf,non-fatal,other,24,Young Adult,,,,,,
surfing,Severe lacerations to right leg,non-fatal,white shark,13,Teen,,,,,,
surfing,Left thigh severely bitten,non-fatal,white shark,31,Young Adult,,,,,,
fishing,"No injury to occupants, shark hit boat & bit outboard motor",non-fatal,mako shark,,Unknown,,,,,,
surfing,Right lower leg bitten & defense wounds to hand,non-fatal,other,22,Young Adult,,,,,,
swimming,Posterior thigh bitten,non-fatal,other,49,Adult,,,,,,
fishing,Lacerations to right calf,non-fatal,bull shark,,Unknown,,,,,,
kayaking,"No injury, shark struck kayak, catapulting him into the water",non-fatal,white shark,29,Young Adult,,,,,,
snorkeling,FATAL,fatal,white shark,51,Adult,,,,,,
kayaking,"No injury, shark struck paddle",non-fatal,white shark,,Unknown,,,,,,
fishing,Lacerations to left calf and ankle,non-fatal,whaler shark,,Unknown,,,,,,
fishing,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",non-fatal,other,15,Teen,,,,,,
fishing,Shark bit boats sea anchor,non-fatal,white shark,,Unknown,,,,,,
fishing,FATAL,fatal,other,,Unknown,,,,,,
other,Lacerations to fingers,non-fatal,white shark,,Unknown,,,,,,
fishing,"No injury to occupant, shark bit dinghy & motor",non-fatal,whaler shark,,Unknown,,,,,,
fishing,FATAL,fatal,other,45,Adult,,,,,,
fishing,Torso & righ arm bitten FATAL,fatal,other,39,Adult,,,,,,
fishing,Legs bitten,non-fatal,other,24,Young Adult,,,,,,
fishing,Right leg injured by hook and hooked shark PROVOKED INCIDENT,non-fatal,reef shark,50,Adult,,,,,,
surfing,"No injury, board damaged",non-fatal,other,15,Teen,,,,,,
fishing,Lacerations,non-fatal,other,11,Child,,,,,,
fishing,Calf bitten,non-fatal,white shark,43,Adult,,,,,,
surfing,Small puncture wounds to the heel of left foot,non-fatal,other,44,Adult,,,,,,
surfing,Right foot bitten,non-fatal,other,40,Adult,,,,,,
swimming,Right hand lacerated by netted shark PROVOKED INCIDENT,non-fatal,whaler shark,43,Adult,,,,,,
swimming,Lacerations to foot,non-fatal,other,32,Young Adult,,,,,,
surfing,Bitten on right thigh & calf,non-fatal,tiger shark,40,Adult,,,,,,
surfing,"No injury to surfer, board bitten",non-fatal,white shark,,Unknown,,,,,,
surfing,Shark became tangled in his surfboard leash. The surfer was not injured,non-fatal,other,51,Adult,,,,,,
surfing,Minor injury to foot,non-fatal,other,43,Adult,,,,,,
surfing,Minor injury to foot,non-fatal,other,15,Teen,,,,,,
surfing,Shark bumped right ankle,non-fatal,other,52,Adult,,,,,,
surfing,Right hand bitten,non-fatal,other,,Unknown,,,,,,
surfing,"No injury, bumped off board by the shark",non-fatal,other,29,Young Adult,,,,,,
swimming,Death was probably due to drowning,unknown,other,27,Young Adult,,,,,,
fishing,Wrist bitten by hooked shark PROVOKED INCIDENT,non-fatal,other,52,Adult,,,,,,
surfing,Superfical cut to left ankle,non-fatal,other,19,Young Adult,,,,,,
surfing,Lacerations to lower left leg,non-fatal,other,26,Young Adult,,,,,,
